Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
127;10;58;ConVIDA V&P Ambulanter Pflegedienst GmbH;Teltow;GmbH;Potsdam;27507;463202681;Juan Manuel Velez Rodrigues, Malgorzata Pierowska;2021;0,163086521;0,834723738;0,497323414;0;0,869080467;0,130919533;0,15064144;5,328953382;5,644897232;4,249730287;;0,834723738;0;0,835535925;;;;;63689,45;325980,93;390525,53;194217,49;194217,49;0;339398,11;390525,53;51127,42;20122,29;131763,44;31005,13;0;0;326298,11;;;;0;9;63689,45;;;;2;;;;;63687,45;;;;;;;;;;;;;;;;;;;;339398,11;;;;326298,11;;;;;;;13100;;;;;;;;;25600;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;855,15;;;20122,29;;;;;;;;;390525,53;390525,53;325980,93;;194217,49;;;;;;;;;;;;;;;131763,44;;;;;;;;;;31005,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;11;64;Ernst von Bergmann Care gemeinnützige GmbH;Potsdam;gGmbH;Potsdam;28465;461211848;René Schulz, Hans-Ulrich Schmidt;2021;0,260103345;0,722483476;0,485797003;0;0,022572539;0,903044482;40,00633159;0,086782963;2,34748685;0,751319229;3,733930989;0,722483476;1,738193791;0;;;;;611639,75;1698938,6;2351525,89;1142364,23;1142364,23;0;53079,91;2351525,89;2123532,48;1382736,36;556574,37;740796,12;455000;92263,17;0;;;;0;150;611639,75;;;;245942;;;;;365697,75;;;;;;;;;;;;;;;;;;;;53079,91;;;;;;;;;;;;;;;;;;;-64183,26;25000;;;;;;;;;;;92263,17;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;;;;;;0;;;40947,54;;167308,5;927736,36;;;7605;;;;;;2351525,89;2351525,89;1698938,6;;1142364,23;;;;;;;;;;;;;;;;556574,37;;;;;;;;;1195796,12;;;;;;740796,12;455000;;;;;;;;;;;;;;;;;;;;;;
129;12;70;gemeinnützige ProCurand Ambulante Pflege GmbH;Berlin;gGmbH;Charlottenburg;82582;461213748;Axel Theis, Heidrun Theis, Christian Deckert;2021;0,135899576;0,863489663;0,784516791;0,025737641;0,585303354;0,414381164;0,707976746;4,30688139;5,407511399;0,201034826;;0,863489663;0,193937941;0;;;;;372196,73;2364893,54;2738763;2148605,56;2148605,56;70489,3;1603007,17;2738763;1134891,8;409650,89;145798,68;725240,91;0;310883,91;0;;;;0;227;372196,73;;;;115466;;;;;256730,73;;;;;;;;;;;;;;;;;;;;1603007,17;;;;;;;;;;;;;;;;567123,26;;;;25000;;;;;;;;;310883,91;;;;700000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227;;;;;;;;;1672,73;;864,03;409650,89;;;;;;;;;2738763;2738763;2364893,54;;2148605,56;;;;;;;;;;;;145798,68;;;;;;;;70489,3;;;;;725240,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;13;76;Gemeinschaftswerk Wohnen und Pflege GmbH;Nauen;gGmbH;Potsdam;27575;;Werner Futterlieb;2021;0,007937909;0,992062091;0,005792084;0;0,908187872;0,0875853;0,096439627;114,4114696;119,3342542;0,003529299;;0,005963286;0,670521676;0;0,400959864;47008,17786;0,004178268;489,8564286;21332;2666025,48;2687357,48;15565,4;15565,4;0;2440625,47;2687357,48;235373,01;105012,84;460,08;130360,17;0;1636492,28;0;;658114,49;6857,99;1641347,55;14;21332;;;;0;;;;0;21332;21332;;;;;;;;;;;;;;;;;;;2440625,47;;;;;;;;;;;;;;1449033,97;;;;148345,36;;25000;;;;;;;;;;818246,14;;;;;;;;;;;;;;;;;;;6429,83;;;;;0;;;;;;;;;;;818614,14;;;;;;;1789;;;;;;;;818246,14;;6857,99;2,96;6855,03;;;;;;;658114,49;559279,81;;98834,68;;1488,17;;151331,1;1149041,52;;368;;;;;;490517,03;;0;;0;;;974586,07;;818614,14;;;;;;;;;;;14;;;;;;;;;0;;0;105012,84;105012,84;;;;;11359;;;2687357,48;2687357,48;2666025,48;2650000;15565,4;;;0;;0;;0;;15565,4;;;460,08;;;;;;;;0;;0;;;130360,17;;;;;;;;;;49625,27;5418,41;7604,54;49625,27;;;23107,43;23107,43;;;0;0;0;;;57627,47;57627,47;;;
131;14;82;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;24862;463203056;Elena Sutulin, Tamara Streltsova;2021;0,178328733;0,821671267;0,600126868;0;0,299036934;0,700963066;2,34406853;1,676885877;2,046283135;0,348839968;;0,821671267;0,353741485;0,399178113;0,868072317;;0,043612642;;38441;177121,57;215562,57;129364,89;129364,89;0;64461,17;215562,57;151101,4;14200;47756,68;136901,4;0;22802,59;86047,86;;913550,07;45897,48;1052389,36;;38441;;;;;;;;;38441;;2795;35646;;;;;;0;;;;;;;;;;;64461,17;;;;43023,93;;23596,34;;;;;;;;21337,24;21337,24;0;;;;100;;;;;;;0;;;;;;;;;;;;;;;;;;;17301;;;;;;;17301;;;;;43023,93;3375;;3375;;;;;;;;;;1047789,56;;;;;;;23596,34;;;22802,59;45897,48;;;;;;;45897,48;20630,74;913550,07;783949,27;;129600,8;9233,4;;;15246,64;4393;;;206,8;;;;15063,5;;;1897,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14200;14200;;;;;;;;215562,57;215562,57;177121,57;;129364,89;;;96000,82;;;;;;33364,07;0;;;;;;;47756,68;;;;;;;0;136901,4;;;;;;;;;;78151,09;18504,77;0;78151,09;;;360;;;;58390,31;4009,59;;;;;;;;
132;15;88;Hauskrankenpflege Eckert GmbH;Kloster Lehnin;GmbH;Potsdam;34650;461200583;Evelyne Eckert, Silvana Reiß;2021;0,33944414;0,643106679;0,303215771;0;0,23297708;0,76702292;3,292267714;0,686348807;0,876745002;0,483903457;;0,643106679;0;0,147697964;;;;;107470,53;203612,34;316607,41;96000,36;96000,36;0;73762,27;316607,41;242845,14;20461,98;107611,98;222383,16;0;0;46762,27;;;;0;;107470,53;;;;2;;;;;107468,53;;;;;;;;;;;;;;;;;;;;73762,27;;;;46762,27;;;;;;;27000;;;;;;;;;27000;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5524,54;;;20461,98;;;;;;;;;316607,41;316607,41;203612,34;;96000,36;;;;;;;;;;;;;;;107611,98;;;;;;;;;;222383,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;16;94;Hauskrankenpflege Wohlfeld GmbH;Berlin;GmbH;Berlin (Charlottenburg);20824;461213793;Sabine Böhner-Schwanbeck;2021;0,081693929;0,888112075;0,591348278;0,002970577;0,627123311;0,372876689;0,594582729;7,676498314;9,443552844;1,285639889;;0,888112075;0;0,60090029;;;;;79753;867011,82;976241,45;577298,7;577298,7;2900;612223,77;976241,45;364017,68;140927,9;286813,12;223089,78;0;0;586623,77;;;;0;;79753;;;;1960;;;;;77793;;;;;;;;;;;;;;;;;;;;612223,77;;;;586623,77;;;;;;;;;;;;;;;;25600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29476,63;;0;140927,9;;;;;;;;;976241,45;976241,45;867011,82;;577298,7;;;;;;;;;;;;;;;286813,12;;;;;2900;;;;;223089,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;17;100;HISB Betreuungsdienst Potsdam GmbH & Co. KG;Potsdam;GmbH & Co. KG;Potsdam;7005;461212100;René Jahnke;2021;0,114102515;0,456879206;0,330781581;0;;1;;;0,576774059;0,134980903;;0,456879206;;0;;;;;38457;153986,12;337039,02;111486,3;111486,3;0;;337039,02;337039,02;22181;42499,82;314858,02;0;0;0;;;;0;;38457;;;;34974;;;;;3483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143182,79;1413,11;;;22181;;;;;;;;;337039,02;337039,02;153986,12;;111486,3;;;;;;;;;;;;;;;42499,82;;;;;;;;;;314858,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;18;106;KARINA Hauskrankenpflege GmbH;Werder (Havel);GmbH;Potsdam;19104;461208193;Karina Eggert;2021;0,527007085;0,463820552;0,323355769;0,013728858;0,460653366;0,46735322;1,014544242;0,874093308;1,120523757;0,375533185;;0,463820552;0,261907088;0;;;;;1154500,27;1016079,23;2190673,15;708366,8;708366,8;30075,44;1009140,96;2190673,15;1023818,15;284504,02;277636,99;739314,13;0;264301,17;0;;;;0;80;1154500,27;;;;5;;;;;1154495,27;;;;;;;;;;;;;;;;;;;;1009140,96;;;;;;;;;;;;;;;;732339,79;;;;;;12500;;;;;;;264301,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;20093,65;;;284504,02;;;;157714,04;;;;;2190673,15;2190673,15;1016079,23;;708366,8;;;;;;;;;;;;;;;277636,99;;;;;30075,44;;;;;739314,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;19;112;KIPFL - KinderIntensivPflegedienst GmbH;Potsdam;GmbH;Potsdam;23280;463201920;Andreas Patz;2021;0,156751709;0,832423703;0,826193796;0;0,405935607;0,594064393;1,463444896;2,589672611;3,774812681;0,015258472;;0,832423703;0;0,376068924;;;;;65610;348419,29;418560,03;345811,7;345811,7;0;169908,42;418560,03;248651,61;77757,04;2607,59;170894,57;0;0;157407,42;;;;0;46;65610;;;;2;;;;;65608;;;;;;;;;;;;;;;;;;;;169908,42;;;;157407,42;;;;;;;;;;;;;;;;12501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;4530,74;;;77757,04;;;;;;;;;418560,03;418560,03;348419,29;;345811,7;;;;;;;;;;;;;;;2607,59;;;;;;;;;;170894,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;20;118;Kreuzpunkt Pflegedienst GmbH;Michendorf (Teltow OT Rühlsdorf);GmbH;Potsdam;22337;463201281;Hartmut Born, Gabriela Büge;2021;0,396403684;0,601733188;0,221756928;0;0,819075609;0,178771894;0,218260551;2,066266386;2,184635058;2,881880366;;0,601733188;0,242005558;0;;;;;823999,36;1250815,22;2078687,44;460963,34;460963,34;0;1702602,18;2078687,44;371610,89;97535,71;789851,88;274075,18;0;412039,19;0;;;;0;;823999,36;520;;;1190;;;;;822289,36;;;;;;;;;;;;;;;;;;;;1702602,18;;;;;;;;;;;;;;;;1265562,99;;;;;;25000;;;;;;;412039,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3872,86;;4474,37;97535,71;;;;;;;;;2078687,44;2078687,44;1250815,22;;460963,34;;;;;;;;;;;;;;;789851,88;;;;;;;;;;274075,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;21;124;Lavendel-Residenz GmbH;Berlin;GmbH;Berlin (Charlottenburg);140259;461206215;Dr. Andreas Gerl;2021;0,356027983;0,615338654;0,116446037;0,008098843;0,637744614;0,337186145;0,52871657;1,791276657;2,336763955;3,432666733;4,225785897;0,615338654;0,015009496;0;;;;;439603,49;759785,84;1234744,21;143781,07;143781,07;10000;787451,47;1234744,21;416338,64;239798,12;606004,77;176540,52;177431,1;11819,25;0;;;;0;74;439603,49;25000;;;3201;;;;;411402,49;;;;;;;;;;;;;;;;;;;;787451,47;;;;;;;;;;;;;;;;;;;;511291,88;;;;;;;;;11819,25;;;;82034,51;;;;;205944,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;;;;;;;;;35354,88;;30954,1;62367,02;;;;;;;;;1234744,21;1234744,21;759785,84;;143781,07;;;;;;;;;;;;;;;606004,77;;;;;10000;;;;;353971,62;;;;;;176540,52;177431,1;;;;;;;;;;;;;;;;;;;;;;
139;22;130;Lietzmann Pflege- & Betreuungsdienst GmbH;Kloster Lehnin;GmbH;Potsdam;34392;461203826;Kathrin Lietzmann;2021;0,300943299;0,65450365;0,605842381;0,004429567;0,223465837;0,734498475;3,286849051;0,742551297;1,198404019;0,074051173;12,91105158;0,652542278;0,319036945;0;;;;;214777;467105,7;713679,29;432377,16;430977,37;3161,29;159482,94;713679,29;524196,35;97906,68;31567,25;426289,67;35825,48;50880,95;0;;;;0;25;214777;;;;2;;;;;214775;;;;;;;;;;;;;;;;;;;;159482,94;;;;;0;;;;;;;;;;;83501,99;;;;;;25100;;;;;;;50880,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;31796,59;;30000;62081,2;;;;;;;;;713679,29;713679,29;467105,7;;432377,16;;1399,79;;;;;;;;;;;;;31567,25;;;;;3161,29;;;;;462115,15;;;;254,92;;426034,75;35825,48;;;;;;;;;;;;;;;;;;;;;;
140;23;136;LIONCARE Wohnen und Pflege GmbH;Nauen;GmbH;Potsdam;36135;501208569;Werner Futterlieb;2021;0,334708735;0,634194421;0,524131377;0,038028601;0,295959109;0,699641252;2,363979447;0,884228819;1,342790875;0,131893404;;0,634194421;-0,757694994;0;0,788568799;;0,077208705;;2173526,67;4118322,42;6493785,32;3403596,64;3403596,64;246949,57;1921894,92;6493785,32;4543320,09;996696,86;467776,21;3546623,23;0;-1456210,16;0;;18139797,07;1776066,01;23003442,55;;2173526,67;;;;1765828;125760;;1640068;;407698,67;407698,67;;;;;;;;;;;;;;;;;;;1921894,92;;;;;;;;;;;;;;;;;;;;500000;;;;;;;;;;-728105,08;;;2150000;;;;;;;;;;;;;;;;526988,16;0;0;;;0;;;;;;;;;;;-697412,08;232337,81;;;;;;8152;;89723,3;;;;;;-728105,08;;1776066,01;87037,89;1689028,12;;;;;;;18139797,07;14958959,61;;3180837,46;;75658,07;;3223640,47;3419241,65;;30693;496,3;;34362,92;;;19253491,49;;;;;;;2989207,87;;-663545,46;;;;;65;648;62;115;327;19;;20;;40;;444;;;;201936,23;;0;996696,86;996696,86;;;;;28570,31;;;6493785,32;6493785,32;4118322,42;;3403596,64;;;2374776,51;;0;;107852,71;;920967,42;;;467776,21;458976,44;8799,77;;;;;;246949,57;;246949,57;;;3546623,23;;;;;;;;;;1630079,8;327790,24;0;0;;;421141,68;0;;;1467651,99;0;0;;;0;27749,76;;;
141;24;142;LiSA Hauskrankenpflege GmbH;Groß Kreutz (Havel);GmbH;Potsdam;29167;463203784;Karin Hampel;2021;0,08701789;0,902862072;0,362764846;0;0,847443636;0,152556364;0,180019482;9,738728885;10,84140288;9,541679362;;0,902862072;0;0,82067977;;;;;81283;843359,2;934095,28;338856,93;338856,93;0;791593,1;934095,28;142502,18;89628,65;504502,27;52873,53;0;0;766593,1;;;;0;25;81283;;;;11052;;;;;70231;;;;;;;;;;;;;;;;;;;;791593,1;;;;766593,1;;;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;9453,08;;;89628,65;;;;;;;;;934095,28;934095,28;843359,2;;338856,93;;;;;;;;;;;;;;;504502,27;;;;;;;;;;52873,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;25;148;Medella UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;32470;461212769;Yury Shulgin;2021;0,006469768;;0,940282076;0;0;1;;0;0,118575553;0,005971874;;0,946249369;;0;;;;;5195;;802965,46;755014,03;755014,03;0;0;802965,46;802965,46;616;4791,53;802349,46;0;4255,34;0;;;;0;16,75;5195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;-54373,73;;18105;;;;;;;;;;;;;1063,84;1063,84;;;;;755014,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4255,34;4791,53;;;;;;;;;16,75;;;;;;31814,08;31814,08;;0;;0;616;;;;;;;;;802965,46;802965,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;802349,46;;;;;;;;;;788262,85;;;;;;14086,61;;;;;;;;;;;;;
143;29;172;Pflegedienst Eva Kohl GmbH/PEK GmbH;Potsdam;GmbH;Potsdam;26865;463203513;Eva Kohl, Robert Kohl;2021;0,223899616;;0,383302569;0;0,847638426;0,152361574;0,17974831;3,785796693;4,242806167;7,763902081;;0,711386532;0,160077737;0;;;;;162346;;725083,87;277926,51;234130,75;0;614608,95;725083,87;110474,92;74193,66;281684,15;36281,26;0;98385,21;0;;;;0;29;162346;61250;42500;18750;45627;1424;2500;41703;;55469;55469;;;0;;;;;;;;;;;;;;;;614608,95;;;;;;;;;;;;;;;;489223,74;;;;27000;;;;;;;;;98385,21;;;;;;;;;;277926,51;161009,58;275,76;116916,93;43520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281684,15;;;;;;;;;29;;;;;;;;;3127,21;;0;74193,66;71131,82;3061,84;;;;;;;725083,87;725083,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;36281,26;;;;;;;;;;14489,23;11132,83;0;14489,23;;0;6257,01;6257,01;;;15535,02;15535,02;;;;;;;;
144;26;154;Pflegedienst am See GmbH;Potsdam;GmbH;Potsdam;16741;461207158;Petra Krehan;2021;0,141252416;0,835376545;0,793099835;0;0,382843613;0,617156387;1,612032606;2,710350891;3,719215994;0,089068901;41,79200234;0,788066942;0,146542552;0;;;;;74553;440911,59;527799,82;418597,95;393627,95;0;202064,79;527799,82;325735,03;75213,92;22313,64;250521,11;9952,66;29611,09;0;;;;0;;74553;;;;1643;;;;;72910;;;;;;;;;;;;;;;;;;;;202064,79;;;;;;;;;;;;;;;;;;147453,7;;;;25000;;;;;;;;29611,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12335,23;;;65261,26;;;;;;;;;527799,82;527799,82;440911,59;;418597,95;;24970;;;;;;;;;;;;;22313,64;;;;;;;;;;260473,77;;;;0;;250521,11;9952,66;;;;;;;;;;;;;;;;;;;;;;
145;27;160;Pflegedienst Herbstzeit GmbH;Potsdam;GmbH;Potsdam;26740;463204375;Andreas Alert, Michael Köder-Höller;2021;0,624666114;0,360640397;0,359689688;0;0,188615318;0,811384682;4,30179632;0,301945814;0,45842899;0,001332206;;0,345549102;0,670372057;0;0,777814298;27742,37983;0,092072286;3283,951356;446980;258056,33;715550,26;257376,05;246577,47;0;134963,74;715550,26;580586,52;69944,85;680,28;510641,67;0;90475,92;0;;1636800,41;193753,13;2104358,86;59;446980;;;;277836;7;;277829;;169144;;6608;162536;;;;;;;;;;;;;;;;;134963,74;;;;;;;;;;;-12500;;;;;77225,78;;;;12500;;;;;;;;;45237,96;;;;;;;25000;;;;;;;;;;81992,71;;;;;;;81992,71;;;;;;;;;;;;;;;;;;1359893,91;;;;;;;;;;45237,96;193753,13;;;;;;2955,3;190797,83;45189,88;1636800,41;1366197,62;;270602,79;19296;;;54741,29;131873,1;;;0;;;;41701,11;;612591,85;4942,37;;;;;;;;;;;;;;;;;;59;;;;;;;;;10513,93;;;69944,85;65609,02;4335,83;;;;;;;715550,26;715550,26;258056,33;;257376,05;;;220476,42;;;;0;;36899,63;10798,58;;;;;;;680,28;;;;;;;;510641,67;;;;;;;;;;52988,63;38702,62;;;52988,63;;16461,03;16461,03;;;435984,77;82452,88;;;;;;5207,24;;
146;28;166;Pflegedienst Marcel Krönert GmbH;Potsdam;GmbH;Potsdam;34492;461212111;Marcel Krönert;2021;0,224718156;0,775281844;0,482274217;0;0,478765586;0,521234414;1,088704848;2,130515816;2,981821436;0,888088708;;0,775281844;0,829700142;0;;0;;317,3889474;55039;189885,58;244924,58;118120,81;118120,81;0;117261,46;244924,58;127663,12;46855,01;71764,77;80808,11;0;97291,85;0;;0;6030,39;0;19;55039;;;;18665;;;18665;;36374;36374;;;;;;;;;;;;;;;;;;;117261,46;;;;;;;;;;;;;;;;;;-6030,39;;;;;;;;26000;;;;97291,85;;;;;;;;;;;;;;;;;0;0;;;;;;;0;;;;;;;;-6030,39;;;;;;;0;;;;;;;-6030,39;;;;;6030,39;;;0;0;0;0;-6030,39;0;0;0;0;;;;;;0;0;;;;;;0;;;0;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;;46855,01;;;;;;;;;244924,58;244924,58;189885,58;;118120,81;;;115570,81;;;;;;2550;;;;;;;;;71764,77;;;;;;;80808,11;0;;;;;;;;;24238,73;;;;;;23658,38;;;;32911;;;;;;;;;
147;30;178;Pflegedienst Qualitas GmbH;Potsdam;GmbH;Potsdam;16397;461206965;Brigitte Naumann, Friederike Fritz, Alexander Fritz;2021;0,049414531;0,91661083;0,163252021;0,006536573;0,85291246;0,142925335;0,167573276;17,26035718;18,40273178;8,636236187;;0,91661083;0,384225425;0;;;;;44795;830921,21;906514,72;147990,36;147990,36;5925,5;773177,7;906514,72;129563,92;51172,67;677005,35;78391,25;0;297074,53;0;;;;0;30;44795;;;;1;;;;;44794;;;;;;;;;;;;;;;;;;;;773177,7;;;;;;;;;;;;;;;;450603,17;;;;25500;;;;;;;;;297074,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;30798,51;;3773,1;51172,67;;;;;;;;;906514,72;906514,72;830921,21;;147990,36;;;;;;;;;;;;;;;677005,35;;;;;5925,5;;;;;78391,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;31;184;Pflegedienst Träger GmbH;Treuenbrietzen;GmbH;Potsdam;36099;461202153;Andreas Träger;2021;0,279000416;0,706316086;0,616010808;0;0,345788679;0,654211321;1,891939676;1,239384099;2,176880535;0,229989584;;0,706316086;0,773444191;0;;;;;92596;234415,58;331884,81;204444,63;204444,63;0;114762,01;331884,81;217122,8;86808,42;29970,95;130314,38;0;88762,01;0;;;;0;35;92596;3700;;;5092;3;;5089;;83804;;;;;;;;;;;;;;;;;;;;114762,01;;;;;;;;;;;;;;;;;;;;26000;;;;;;;;;88762,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;4873,23;;;86808,42;70108,42;16700;;;;;;;331884,81;331884,81;234415,58;;204444,63;;;197393,54;;;;;;7051,09;;;;;;29970,95;;;;;;;;;;130314,38;;;;;;;;;;76636,56;;;;;;;;;;53677,82;;;;;;;;;
