Zeilen ID;Name;Name Code;Sitz;Jahr;Teil;Seite (Bilanz);Position;Zahl;Titel (fein);Code nach Titel (fein);Wert (Euro)
2180;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Aktiva;9;0;Summe Aktiva;1178;527799,82
2181;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;10;A.;Eigenkapital;1030;202064,79
2182;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;11;A.I.;Eigenkapital: Gezeichnetes Kapital/Kapitalkonto/Kapitalanteile;1052;25000
2183;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;12;A.II.;Eigenkapital: Gewinnvortrag/Verlustvortrag;1048;147453,7
2184;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;13;A.III.;Eigenkapital: Jahresüberschuss/Jahresfehlbetrag;1060;29611,09
2185;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;14;B.;Rückstellungen;1169;65261,26
2186;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;15;C.;Verbindlichkeiten;1207;260473,77
2187;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;16;C.a.;Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1213;250521,11
2188;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;17;C.b.;Verbindlichkeiten: davon mit einer Restlaufzeit von mehr als einem Jahr;1214;9952,66
2189;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;18;C.c.;Verbindlichkeiten: davon gegenüber Gesellschaftern;1211;0
2190;Pflegedienst am See GmbH;26;Potsdam;2021;Bilanz;Passiva;19;0;Summe Passiva;1179;527799,82
2191;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Anhang;-;1;-;Mitarbeiter: Summe;1157;35
2192;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Anhang;-;2;-;Mitarbeiter: Summe;1157;36
2193;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Anhang;-;3;-;Mitarbeiter: Summe;1157;32
2194;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Anhang;-;4;-;Mitarbeiter: Summe;1157;59
2195;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;230382
2196;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Immaterielle Vermögensgegenstände;1005;167227
2197;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;3;A.II.;Anlagevermögen: Sachanlagen;1010;63155
2198;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;4;B.;Umlaufvermögen;1180;171873,49
2199;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;5;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;140099,78
2200;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;6;B.I.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1184;10543,53
2201;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;7;B.II.;Umlaufvermögen: Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;1197;31773,71
2202;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;8;C.;Rechnungsabgrenzungsposten (Aktivaseite);1166;14816,92
2203;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Aktiva;9;0;Summe Aktiva;1178;417072,41
2204;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;10;A.;Eigenkapital;1030;28351,19
2205;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;11;A.I.;Eigenkapital: gezeichnetes Kapital;1050;25000
2206;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;12;A.I.1.;Eigenkapital: gezeichnetes Kapital: nicht eingeforderte ausstehende Einlagen;1055;-12500
2207;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;13;A.I.2.;Eigenkapital: gezeichnetes Kapital: eingefordertes Kapital;1054;12500
2208;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;14;A.II.;Eigenkapital: Gewinnvortrag;1046;-62667,75
2209;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;15;A.III.;Eigenkapital: Jahresüberschuss;1059;78518,94
2210;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;16;B.;Rückstellungen;1169;13050,35
2211;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;17;C.;Verbindlichkeiten;1207;335909,19
2212;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;18;C.a.;Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1213;34271,84
2213;Pflegedienst Herbstzeit GmbH;27;Potsdam;2018;Bilanz;Passiva;19;0;Summe Passiva;1179;417072,41
2214;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;162683
2215;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Immaterielle Vermögensgegenstände;1005;133225
2216;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Immaterielle Vermögensgegenstände: entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten;1006;2485
2217;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Immaterielle Vermögensgegenstände: Geschäfts- oder Firmenwert;1008;130740
2218;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;5;A.II.;Anlagevermögen: Sachanlagen;1010;29458
2219;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;6;A.II.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;5177
2220;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;7;A.II.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;24281
2221;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;8;B.;Umlaufvermögen;1180;162138,56
2222;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;9;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;155749,72
2223;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;10;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;107795,81
2224;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;11;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;47953,91
2225;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;12;B.I.2.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;15461,4
2226;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;13;B.II.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;6388,84
2227;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;14;C.;Rechnungsabgrenzungsposten (Aktivaseite);1166;6767,92
2228;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Aktiva;15;0;Summe Aktiva;1178;331589,48
2229;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;16;A.;Eigenkapital;1030;53582,72
2230;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;17;A.I.;Eigenkapital: gezeichnetes Kapital;1050;25000
2231;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;18;A.II.;Eigenkapital: nicht eingeforderte ausstehende Einlagen;1066;12500
2232;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;19;A.III.;Eigenkapital: eingefordertes Kapital;1041;12500
2233;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;20;A.IV.;Eigenkapital: Gewinnvortrag;1046;15851,19
2234;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;21;A.V.;Eigenkapital: Jahresüberschuss;1059;25231,53
2235;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;22;B.;Rückstellungen;1169;30507,98
2236;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;23;B.1.;Rückstellungen: Sonstige Rückstellungen;1170;30507,98
2237;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;24;C.;Verbindlichkeiten;1207;247498,78
2238;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;25;C.1.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten;1227;170075,81
2239;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;26;C.1.a.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten: davon mit einer Restlaufzeit bis zu einem Jahr;1228;19456,02
2240;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;27;C.2.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen;1223;8191,46
2241;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;28;C.2.a.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen: davon mit einer Restlaufzeit bis zu einem Jahr;1224;8191,46
2242;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;29;C.3.;Verbindlichkeiten: Sonstige Verbindlichkeiten;1217;69231,51
2243;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;30;C.3.a.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon aus Steuern;1218;14242,96
2244;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;31;C.3.b.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1220;19231,51
2245;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;Bilanz;Passiva;32;0;Summe Passiva;1179;331589,48
2246;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;132862
2247;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Immaterielle Vermögensgegenstände;1005;99223
2248;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Immaterielle Vermögensgegenstände: entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten;1006;502
2249;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Immaterielle Vermögensgegenstände: Geschäfts- oder Firmenwert;1008;98721
2250;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;5;A.II.;Anlagevermögen: Sachanlagen;1010;33639
2251;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;6;A.II.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;2775
2252;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;7;A.II.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;30864
2253;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;8;B.;Umlaufvermögen;1180;163879,41
2254;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;9;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;162901,97
2255;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;10;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;114040,9
2256;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;11;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;48861,07
2257;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;12;B.I.2.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;16533,4
2258;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;13;B.II.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;977,44
2259;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;14;C.;Rechnungsabgrenzungsposten (Aktivaseite);1166;4370,07
2260;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Aktiva;15;0;Summe Aktiva;1178;301111,48
2261;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;16;A.;Eigenkapital;1030;89725,78
2262;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;17;A.I.;Eigenkapital: gezeichnetes Kapital;1050;25000
2263;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;18;A.II.;Eigenkapital: nicht eingeforderte ausstehende Einlagen;1066;12500
2264;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;19;A.III.;Eigenkapital: eingefordertes Kapital;1041;12500
2265;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;20;A.IV.;Eigenkapital: Gewinnvortrag;1046;41082,72
2266;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;21;A.V.;Eigenkapital: Jahresüberschuss;1059;36143,06
2267;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;22;B.;Rückstellungen;1169;56698,1
2268;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;23;B.1.;Rückstellungen: Sonstige Rückstellungen;1170;56698,1
2269;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;24;C.;Verbindlichkeiten;1207;154687,6
2270;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;25;C.1.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten;1227;129358,88
2271;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;26;C.1.a.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten: davon mit einer Restlaufzeit bis zu einem Jahr;1228;21112,43
2272;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;27;C.2.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen;1223;5410,62
2273;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;28;C.2.a.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen: davon mit einer Restlaufzeit bis zu einem Jahr;1224;5410,62
2274;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;29;C.3.;Verbindlichkeiten: Sonstige Verbindlichkeiten;1217;19918,1
2275;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;30;C.3.a.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon aus Steuern;1218;15009,66
2276;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;31;C.3.b.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1220;19918,1
2277;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;Bilanz;Passiva;32;0;Summe Passiva;1179;301111,48
2278;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;446980
2279;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Immaterielle Vermögensgegenstände;1005;277836
2280;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Immaterielle Vermögensgegenstände: entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten;1006;7
2281;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Immaterielle Vermögensgegenstände: Geschäfts- oder Firmenwert;1008;277829
2282;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;5;A.II.;Anlagevermögen: Sachanlagen;1010;169144
2283;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;6;A.II.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;6608
2284;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;7;A.II.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;162536
2285;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;8;B.;Umlaufvermögen;1180;258056,33
2286;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;9;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;257376,05
2287;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;10;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;220476,42
2288;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;11;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen gegen verbundene Unternehmen;1189;0
2289;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;12;B.I.3.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;36899,63
2290;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;13;B.I.3.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;10798,58
2291;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;14;B.II.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;680,28
2292;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Aktiva;15;C.;Rechnungsabgrenzungsposten (Aktivaseite);1166;10513,93
2293;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;16;0;Summe Aktiva;1178;715550,26
2294;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;17;A.;Eigenkapital;1030;134963,74
2295;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;18;A.I.;Eigenkapital: gezeichnetes Kapital;1050;12500
2296;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;19;A.II.;Eigenkapital: nicht eingeforderte ausstehende Einlagen;1066;25000
2297;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;20;A.III.;Eigenkapital: eingefordertes Kapital;1041;-12500
2298;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;21;A.IV.;Eigenkapital: Gewinnvortrag;1046;77225,78
2299;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;22;A.V.;Eigenkapital: Jahresüberschuss;1059;45237,96
2300;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;23;B.;Rückstellungen;1169;69944,85
2301;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;24;B.1.;Rückstellungen: Steuerrückstellungen;1171;4335,83
2302;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;25;B.2.;Rückstellungen: Sonstige Rückstellungen;1170;65609,02
2303;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;26;C.;Verbindlichkeiten;1207;510641,67
2304;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;27;C.1.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten;1227;435984,77
2305;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;28;C.1.a.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten: davon mit einer Restlaufzeit bis zu einem Jahr;1228;82452,88
2306;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;29;C.2.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen;1223;16461,03
2307;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;30;C.2.a.;Verbindlichkeiten: Verbindlichkeiten aus Lieferungen und Leistungen: davon mit einer Restlaufzeit bis zu einem Jahr;1224;16461,03
2308;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;31;C.3.;Verbindlichkeiten: Sonstige Verbindlichkeiten;1217;52988,63
2309;Pflegedienst Herbstzeit GmbH;27;Potsdam;2021;Bilanz;Passiva;32;C.3.a.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon aus Steuern;1218;38702,62
2310;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;33;1.;GuV: Erträge aus ambulanter, teilstationärer und vollstationärer Pflege sowie aus Kurzzeitpflege;1101;788368,02
2311;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;34;2.;GuV: Umsatzerlöse nach § 277 Abs. 1 HGB (PBV), soweit nicht vorstehend enthalten;1138;838013,12
2312;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;35;3.;GuV: sonstige betriebliche Erträge;1129;89573,33
2313;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;36;4.;GuV: Materialaufwand;1112;113805,28
2314;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;37;4.a.;GuV: Materialaufwand: Wasser, Energie, Brennstoffe;1118;1772,29
2315;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;38;4.b.;GuV: Materialaufwand: Wirtschaftsbedarf/Verwaltungsbedarf;1119;112032,99
2316;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;39;5.;GuV: Steuern, Abgaben, Versicherungen;1136;27514,88
2317;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;40;6.;GuV: Mieten, Pacht, Leasing;1120;173480,82
2318;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;41;7.;GuV: Personalaufwand;1121;1276174,4
2319;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;42;7.a.;GuV: Personalaufwand: Löhne und Gehälter;1122;1069563,18
2320;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;43;7.b.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;1124;206611,22
2321;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;44;7.b.a.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung: davon Aufwendungen für Altersversorgung;1125;14966,6
2322;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;45;8.;GuV: Abschreibungen;1076;71350,89
2323;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;46;8.a.;GuV: Abschreibungen: auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen;1083;71350,89
2324;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;47;9.;GuV: sonstige betriebliche Aufwendungen;1128;20768,27
2325;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;48;10.;GuV: sonstige Zinsen und ähnliche Erträge;1132;218,91
2326;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;49;11.;GuV: Zinsen und ähnliche Aufwendungen;1139;7847,31
2327;Pflegedienst Herbstzeit GmbH;27;Potsdam;2019;GuV;-;50;?;GuV: Jahresüberschuss;1111;25231,53
2328;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;33;1.;GuV: Erträge aus ambulanter, teilstationärer und vollstationärer Pflege sowie aus Kurzzeitpflege;1101;901481,73
2329;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;34;2.;GuV: Umsatzerlöse nach § 277 Abs. 1 HGB (PBV), soweit nicht vorstehend enthalten;1138;787248,57
2330;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;35;3.;GuV: sonstige betriebliche Erträge;1129;56905,97
2331;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;36;4.;GuV: Materialaufwand;1112;120221,38
2332;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;37;4.a.;GuV: Materialaufwand: Wasser, Energie, Brennstoffe;1118;1729,44
2333;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;38;4.b.;GuV: Materialaufwand: Wirtschaftsbedarf/Verwaltungsbedarf;1119;118491,94
2334;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;39;5.;GuV: Steuern, Abgaben, Versicherungen;1136;31366,37
2335;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;40;6.;GuV: Mieten, Pacht, Leasing;1120;129474,54
2336;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;41;7.;GuV: Personalaufwand;1121;1356656,44
2337;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;42;7.a.;GuV: Personalaufwand: Löhne und Gehälter;1122;1118850,18
2338;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;43;7.b.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;1124;237806,26
2339;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;44;7.b.a.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung: davon Aufwendungen für Altersversorgung;1125;19440
2340;Pflegedienst Herbstzeit GmbH;27;Potsdam;2020;GuV;-;45;8.;GuV: Abschreibungen;1076;46739
